id,channel,text,label
498,sms,Some of them told accenture is not confirm. Is it true.,legit
499,sms,"Kate jackson rec center before 7ish, right?",legit
500,sms,Dear i have reache room,legit
501,sms,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",legit
502,sms,When can Ì_ come out?,legit
503,sms,Check with nuerologist.,legit
504,sms,Lolnice. I went from a fish to ..water.?,legit
505,sms,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,scam
506,sms,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,legit
507,sms,"Maybe westshore or hyde park village, the place near my house?",legit
508,sms,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,legit
509,sms,What's the significance?,legit
510,sms,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,legit
511,sms,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",legit
512,sms,Prabha..i'm soryda..realy..frm heart i'm sory,legit
513,sms,Lol ok your forgiven :),legit
514,sms,No..jst change tat only..,legit
515,sms,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",scam
516,sms,S:)no competition for him.,legit
517,sms,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,scam
518,sms,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,scam
519,sms,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",legit
520,sms,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,legit
521,sms,But that's on ebay it might be less elsewhere.,legit
522,sms,Shall i come to get pickle,legit
523,sms,Were gonna go get some tacos,legit
524,sms,"That's very rude, you on campus?",legit
525,sms,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",scam
526,sms,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,legit
527,sms,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",scam
528,sms,Yes! How is a pretty lady like you single?,legit
529,sms,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,scam
530,sms,Jay says that you're a double-faggot,legit
531,sms,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,scam
532,sms,What Today-sunday..sunday is holiday..so no work..,legit
533,sms,Gudnite....tc...practice going on,legit
534,sms,I'll be late...,legit
535,sms,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",legit
536,sms,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",legit
537,sms,"Probably gonna be here for a while, see you later tonight &lt;)",legit
538,sms,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,legit
539,sms,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,legit
540,sms,"I am in tirupur da, once you started from office call me.",legit
541,sms,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,scam
542,sms,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",legit
543,sms,But am going to college pa. What to do. are else ill come there it self. Pa.,legit
544,sms,4 oclock at mine. Just to bash out a flat plan.,legit
545,sms,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,legit
546,sms,Then any special there?,legit
547,sms,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,legit
548,sms,"Sorry that took so long, omw now",legit
549,sms,Wait  &lt;#&gt;  min..,legit
550,sms,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,legit
551,sms,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",legit
552,sms,"Hurry up, I've been weed-deficient for like three days",legit
553,sms,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",legit
554,sms,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,legit
555,sms,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,legit
556,sms,O. Well uv causes mutations. Sunscreen is like essential thesedays,legit
557,sms,Having lunch:)you are not in online?why?,legit
558,sms,I know that my friend already told that.,legit
559,sms,Hi Princess! Thank you for the pics. You are very pretty. How are you?,legit
560,sms,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",legit
561,sms,Hi msg me:)i'm in office..,legit
562,sms,Thanx 4 e brownie it's v nice...,legit
563,sms,Geeeee ... I love you so much I can barely stand it,legit
564,sms,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,scam
565,sms,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",legit
566,sms,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",legit
567,sms,Oooh bed ridden ey? What are YOU thinking of?,legit
568,sms,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",legit
569,sms,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,legit
570,sms,WOT U WANNA DO THEN MISSY?,legit
571,sms,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,legit
572,sms,Do you know where my lab goggles went,legit
573,sms,Can you open the door?,legit
574,sms,Waiting for your call.,legit
575,sms,Nope i waiting in sch 4 daddy... ,legit
576,sms,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",scam
577,sms,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",legit
578,sms,ÌÏ wait 4 me in sch i finish ard 5..,legit
579,sms,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",scam
580,sms,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",legit
581,sms,Huh so early.. Then Ì_ having dinner outside izzit?,legit
582,sms,Ok anyway no need to change with what you said,legit
583,sms,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,scam
584,sms,my ex-wife was not able to have kids. Do you want kids one day?,legit
585,sms,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,legit
586,sms,Tell them u have a headache and just want to use 1 hour of sick time.,legit
587,sms,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",legit
588,sms,"\Pete can you please ring meive hardly gotany credit\""""",legit
589,sms,Ya srsly better than yi tho,legit
590,sms,"I'm in a meeting, call me later at",legit
591,sms,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",scam
592,sms,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,scam
593,sms,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,scam
594,sms,You still at grand prix?,legit
595,sms,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",legit
596,sms,I am great! How are you?,legit
597,sms,Gud mrng dear have a nice day,legit
598,sms,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,scam
599,sms,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,legit
600,sms,I'm going out to buy mum's present ar.,legit
601,sms,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,legit
602,sms,If u sending her home first it's ok lor. I'm not ready yet.,legit
603,sms,Speaking of does he have any cash yet?,legit
604,sms,Be happy there. I will come after noon,legit
605,sms,Meet after lunch la...,legit
606,sms,TaKe CaRE n gET WeLL sOOn,legit
607,sms,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,scam
608,sms,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,legit
609,sms,Neva mind it's ok..,legit
610,sms,"It's fine, imma get a drink or somethin. Want me to come find you?",legit
611,sms,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,scam
612,sms,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,legit
613,sms,I have many dependents,legit
614,sms,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,legit
615,sms,I called and said all to him:)then he have to choose this future.,legit
616,sms,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",legit
617,sms,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,legit
618,sms,For my family happiness..,legit
619,sms,I come n pick Ì_ up... Come out immediately aft ur lesson...,legit
620,sms,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,legit
621,sms,Dear we got  &lt;#&gt;  dollars hi hi,legit
622,sms,Good words.... But words may leave u in dismay many times.,legit
623,sms,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,legit
624,sms,"sorry, no, have got few things to do. may be in pub later.",legit
625,sms,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",legit
626,sms,"Haha good to hear, I'm officially paid and on the market for an 8th",legit
627,sms,How many licks does it take to get to the center of a tootsie pop?,legit
628,sms,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,legit
629,sms,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,scam
630,sms,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,scam
631,sms,Please dont say like that. Hi hi hi,legit
632,sms,Thank u!,legit
633,sms,Oh that was a forwarded message. I thought you send that to me,legit
634,sms,Got it. Seventeen pounds for seven hundred ml ÛÒ hope ok.,legit
635,sms,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",scam
636,sms,Me n him so funny...,legit
637,sms,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",legit
638,sms,When Ì_ login dat time... Dad fetching Ì_ home now?,legit
639,sms,"What will we do in the shower, baby?",legit
640,sms,I had askd u a question some hours before. Its answer,legit
641,sms,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",legit
642,sms," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",legit
643,sms,Probably gonna swing by in a wee bit,legit
644,sms,Ya very nice. . .be ready on thursday,legit
645,sms,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week,legit
646,sms,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",legit
647,sms,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,legit
648,sms,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,scam
649,sms,No prob. I will send to your email.,legit
650,sms,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",scam
651,sms,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),legit
652,sms,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,legit
653,sms,"Wait, do you know if wesleys in town? I bet she does hella drugs!",legit
654,sms,Fine i miss you very much.,legit
655,sms,Did u got that persons story,legit
656,sms,Tell them the drug dealer's getting impatient,legit
657,sms,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",legit
658,sms,You will be in the place of that man,legit
659,sms,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",legit
660,sms,88800 and 89034 are premium phone services call 08718711108,scam
661,sms,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",legit
662,sms,Then mum's repent how?,legit
663,sms,Sorry me going home first... Daddy come fetch Ì_ later...,legit
664,sms,Leave it de:-). Start Prepare for next:-)..,legit
665,sms,Yes baby! We can study all the positions of the kama sutra ;),legit
666,sms,En chikku nange bakra msg kalstiya..then had tea/coffee?,legit
667,sms,Carlos'll be here in a minute if you still need to buy,legit
668,sms,This pay is  &lt;DECIMAL&gt;  lakhs:),legit
669,sms,Have a good evening! Ttyl,legit
670,sms,Did u receive my msg?,legit
671,sms,Ho ho - big belly laugh! See ya tomo,legit
672,sms,SMS. ac sun0819 posts HELLO:\You seem cool,scam
673,sms,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,scam
674,sms,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",legit
675,sms,"I've got  &lt;#&gt; , any way I could pick up?",legit
676,sms,"I dont knw pa, i just drink milk..",legit
677,sms,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,legit
678,sms,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",legit
679,sms,Cause I'm not freaky lol,legit
680,sms,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,legit
681,sms,What is this 'hex' place you talk of? Explain!,legit
682,sms,ÌÏ log off 4 wat. It's sdryb8i,legit
683,sms,Is xy going 4 e lunch?,legit
684,sms,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,scam
685,sms,I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,legit
686,sms,Have you finished work yet? :),legit
687,sms,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",legit
688,sms,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",legit
689,sms,Thanks love. But am i doing torch or bold.,legit
690,sms,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,scam
691,sms,Was the farm open?,legit
692,sms,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",legit
693,sms,"My sister in law, hope you are having a great month. Just saying hey. Abiola",legit
694,sms,Will purchase d stuff today and mail to you. Do you have a po box number?,legit
695,sms,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,legit
696,sms,Good. Good job. I like entrepreneurs,legit
697,sms,"Aight, you close by or still down around alex's place?",legit
698,sms,meet you in corporation st outside gap Û_ you can see how my mind is working!,legit
699,sms,Mum ask Ì_ to buy food home...,legit
700,sms,K..u also dont msg or reply to his msg..,legit
701,sms,How much r Ì_ willing to pay?,legit
702,sms,"Sorry, I'll call later",legit
703,sms,What is important is that you prevent dehydration by giving her enough fluids,legit
704,sms,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",legit
705,sms,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,legit
706,sms,"I don't think I can get away for a trek that long with family in town, sorry",legit
707,sms,So when do you wanna gym harri,legit
708,sms,Quite late lar... Ard 12 anyway i wun b drivin...,legit
709,sms,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",scam
710,sms,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,scam
711,sms,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,legit
712,sms,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,legit
713,sms,08714712388 between 10am-7pm Cost 10p,scam
714,sms,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",legit
715,sms,He also knows about lunch menu only da. . I know,legit
716,sms,When i have stuff to sell i.ll tell you,legit
717,sms,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,scam
718,sms,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,legit
719,sms,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,scam
720,sms,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,legit
721,sms,Oh is it? Send me the address,legit
722,sms,S'fine. Anytime. All the best with it.,legit
723,sms,That is wondar full flim.,legit
724,sms,Ya even those cookies have jelly on them,legit
725,sms,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",legit
726,sms,Got it! It looks scrumptious... daddy wants to eat you all night long!,legit
727,sms,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,legit
728,sms,"Alright omw, gotta change my order to a half8th",legit
729,sms,Exactly. Anyways how far. Is jide her to study or just visiting,legit
730,sms,Dunno y u ask me.,legit
731,sms,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,scam
732,sms,No he didn't. Spring is coming early yay!,legit
733,sms,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,legit
734,sms,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,legit
735,sms,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,legit
736,sms,Then why no one talking to me,legit
737,sms,Thanks for looking out for me. I really appreciate.,legit
738,sms,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,scam
739,sms,Wish i were with you now!,legit
740,sms,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,legit
741,sms,Yes i will be there. Glad you made it.,legit
742,sms,Do well :)all will for little time. Thing of good times ahead:,legit
743,sms,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,legit
744,sms,Ok. There may be a free gym about.,legit
745,sms,Men like shorter ladies. Gaze up into his eyes.,legit
746,sms,Dunno he jus say go lido. Same time 930.,legit
747,sms,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",legit
748,sms,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,scam
749,sms,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,legit
750,sms,By monday next week. Give me the full gist,legit
751,sms,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",scam
752,sms,You have an important customer service announcement from PREMIER.,scam
753,sms,Dont gimme that lip caveboy,legit
754,sms,When did you get to the library,legit
755,sms,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,legit
756,sms,So why didnt you holla?,legit
757,sms,Cant think of anyone with * spare room off * top of my head,legit
758,sms,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",legit
759,sms,U should have made an appointment,legit
760,sms,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",legit
761,sms,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",scam
762,sms,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",legit
763,sms,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,scam
764,sms,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,legit
765,sms,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",legit
766,sms,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,scam
767,sms,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",legit
768,sms,"Sorry, I'll call later",legit
769,sms,I cant pick the phone right now. Pls send a message,legit
770,sms,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,legit
771,sms,Not getting anywhere with this damn job hunting over here!,legit
772,sms,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,legit
773,sms,"idc get over here, you are not weaseling your way out of this shit twice in a row",legit
774,sms,I wil be there with in  &lt;#&gt;  minutes. Got any space,legit
775,sms,Just sleeping..and surfing,legit
776,sms,Thanks for picking up the trash.,legit
777,sms,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,legit
778,sms,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""",legit
779,sms,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,legit
780,sms,That means get the door,legit
781,sms,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,legit
782,sms,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",legit
783,sms,Beerage?,legit
784,sms,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,scam
785,sms,Dont think so. It turns off like randomlly within 5min of opening,legit
786,sms,"She was supposed to be but couldn't make it, she's still in town though",legit
787,sms,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,legit
788,sms,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),scam
789,sms,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870.",scam
790,sms,Gud mrng dear hav a nice day,legit
791,sms,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,legit
792,sms,All e best 4 ur driving tmr :-),legit
793,sms,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,legit
794,sms,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,legit
795,sms,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,legit
796,sms,it's really getting me down just hanging around.,legit
797,sms,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",scam
798,sms,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",legit
799,sms,Ok i msg u b4 i leave my house.,legit
800,sms,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",legit
801,sms,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",scam
802,sms,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,legit
803,sms,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,scam
804,sms,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,scam
805,sms,K I'll be there before 4.,legit
806,sms,I dled 3d its very imp,legit
807,sms,"sure, but make sure he knows we ain't smokin yet",legit
808,sms,Boooo you always work. Just quit.,legit
809,sms,I am taking half day leave bec i am not well,legit
810,sms,Ugh I don't wanna get out of bed. It's so warm.,legit
811,sms,S:)s.nervous  &lt;#&gt; :),legit
812,sms,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,legit
813,sms,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,scam
814,sms,I borrow ur bag ok.,legit
815,sms,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",scam
816,sms,Where's my boytoy? I miss you ... What happened?,legit
817,sms,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",legit
818,sms,Also are you bringing galileo or dobby,legit
819,sms,Then why you not responding,legit
820,sms,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\""""",legit
821,sms,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,legit
822,sms,On the road so cant txt,legit
823,sms,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",scam
824,sms,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,scam
825,sms,Have a good evening! Ttyl,legit
826,sms,Hmm .. Bits and pieces lol ... *sighs* ...,legit
827,sms,Hahaha..use your brain dear,legit
828,sms,Hey. You got any mail?,legit
